data	data	532396	364544	1.1947e+06	1.04395e+06	211572	203116	568552	245924	89360	27496	250352	249184	253696	193528	167700	114168	163652	169584	877088	1.08974e+06	106572	148608	411528	532052	70612	129340	76308	86060	701084	490288	415608	627904	205736	667380	248164	178156	508912	573480	178648	436308	50880	65424	559008	415052	372252	473864	582584	493084	251720	410400	778696	257964	376604	188424	743816	888588	366248	175544	216648	88756	224756	116316	109540	164324	172020	206416	467300	537552	291364	254060	375020	490120	469356	527544	120292	81064	194072	206608	122260	38836	236632	250580	139476	75528	369588	335788	39000	39620	497128	480548	545768	514872	399644	323528	68996	109244	472164	367172	669008	514928	221572	151136	351048	320176	177860	166216	24948	8112	54432	105364	362796	295256	260672	276356	183180	76024	
data	data	Precentral_L	Precentral_R	Frontal_Sup_L	Frontal_Sup_R	Frontal_Sup_Orb_L	Frontal_Sup_Orb_R	Frontal_Mid_L	Frontal_Mid_R	Frontal_Mid_Orb_L	Frontal_Mid_Orb_R	Frontal_Inf_Oper_L	Frontal_Inf_Oper_R	Frontal_Inf_Tri_L	Frontal_Inf_Tri_R	Frontal_Inf_Orb_L	Frontal_Inf_Orb_R	Rolandic_Oper_L	Rolandic_Oper_R	Supp_Motor_Area_L	Supp_Motor_Area_R	Olfactory_L	Olfactory_R	Frontal_Sup_Medial_L	Frontal_Sup_Medial_R	Frontal_Med_Orb_L	Frontal_Med_Orb_R	Rectus_L	Rectus_R	Insula_L	Insula_R	Cingulum_Ant_L	Cingulum_Ant_R	Cingulum_Mid_L	Cingulum_Mid_R	Cingulum_Post_L	Cingulum_Post_R	Hippocampus_L	Hippocampus_R	ParaHippocampal_L	ParaHippocampal_R	Amygdala_L	Amygdala_R	Calcarine_L	Calcarine_R	Cuneus_L	Cuneus_R	Lingual_L	Lingual_R	Occipital_Sup_L	Occipital_Sup_R	Occipital_Mid_L	Occipital_Mid_R	Occipital_Inf_L	Occipital_Inf_R	Fusiform_L	Fusiform_R	Postcentral_L	Postcentral_R	Parietal_Sup_L	Parietal_Sup_R	Parietal_Inf_L	Parietal_Inf_R	SupraMarginal_L	SupraMarginal_R	Angular_L	Angular_R	Precuneus_L	Precuneus_R	Paracentral_Lobule_L	Paracentral_Lobule_R	Caudate_L	Caudate_R	Putamen_L	Putamen_R	Pallidum_L	Pallidum_R	Thalamus_L	Thalamus_R	Heschl_L	Heschl_R	Temporal_Sup_L	Temporal_Sup_R	Temporal_Pole_Sup_L	Temporal_Pole_Sup_R	Temporal_Mid_L	Temporal_Mid_R	Temporal_Pole_Mid_L	Temporal_Pole_Mid_R	Temporal_Inf_L	Temporal_Inf_R	Cerebelum_Crus1_L	Cerebelum_Crus1_R	Cerebelum_Crus2_L	Cerebelum_Crus2_R	Cerebelum_3_L	Cerebelum_3_R	Cerebelum_4_5_L	Cerebelum_4_5_R	Cerebelum_6_L	Cerebelum_6_R	Cerebelum_7b_L	Cerebelum_7b_R	Cerebelum_8_L	Cerebelum_8_R	Cerebelum_9_L	Cerebelum_9_R	Cerebelum_10_L	Cerebelum_10_R	Vermis_1_2	Vermis_3	Vermis_4_5	Vermis_6	Vermis_7	Vermis_8	Vermis_9	Vermis_10	
532396	Precentral_L	0	1326	16204	4026	0	380	28820	0	0	0	14554	0	1766	0	0	116	6522	0	8872	7288	0	0	240	1502	0	0	0	0	10682	0	706	1570	1014	1784	3648	1940	7572	1372	1824	844	0	0	2428	0	2056	0	1912	0	1068	0	9838	0	2244	0	3404	190	35520	0	6788	0	9004	0	3084	0	1808	0	3388	260	21910	544	2088	1762	5302	0	826	0	7510	1720	3242	0	2208	0	136	0	3730	0	0	0	6894	168	460	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
364544	Precentral_R	1326	0	1758	19098	0	0	498	10128	0	0	0	9260	0	870	0	0	0	2860	3548	21938	0	0	0	0	0	0	0	0	0	1920	0	0	180	432	470	758	416	7906	148	4214	0	0	0	1256	0	1120	154	134	0	774	0	706	0	1192	0	6516	178	16692	0	184	0	972	0	6804	0	1198	0	2362	4046	8756	3262	4100	194	7326	496	2204	3920	5472	0	248	0	3330	0	0	0	2936	0	0	0	7410	0	602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.1947e+06	Frontal_Sup_L	16204	1758	0	11372	17150	242	68470	1214	2686	0	16150	762	20262	752	8068	0	5822	236	104764	24904	818	246	47584	7956	1248	482	306	0	54654	750	19020	6380	7652	9940	1112	1016	13656	876	3020	510	450	0	116	0	0	0	1456	0	0	0	534	0	278	0	5960	216	3420	0	318	0	1308	0	604	0	526	0	204	0	3040	0	19844	4052	35614	534	11230	630	10386	1324	2296	0	2130	0	2404	0	1234	0	0	0	6218	170	1604	0	136	0	0	0	152	0	922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.04395e+06	Frontal_Sup_R	4026	19098	11372	0	312	12618	2434	29198	0	340	156	13050	186	13018	0	6818	0	7588	18730	92248	118	496	9702	49054	220	5318	0	404	482	25904	7746	40564	1202	25938	214	312	118	11394	0	5786	0	254	0	112	0	162	0	176	0	150	0	0	0	114	0	6128	632	950	0	0	0	0	0	762	0	0	0	456	4850	118	5434	26542	644	28164	612	5022	2828	14364	0	506	0	1566	0	420	0	708	0	0	0	3178	0	654	0	0	0	0	0	124	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
211572	Frontal_Sup_Orb_L	0	0	17150	312	0	110	2598	0	13626	0	0	0	2002	0	14220	0	0	0	3808	552	1602	174	3106	256	4156	282	7602	286	13262	0	5344	404	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3296	1082	9062	120	0	0	0	0	0	0	0	0	1196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
203116	Frontal_Sup_Orb_R	380	0	242	12618	110	0	524	3186	0	4968	0	2290	0	2868	0	7236	0	220	248	2738	1218	4114	116	10078	410	6258	656	7996	0	5764	1036	11144	0	1432	0	0	0	200	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1226	6930	840	4232	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
568552	Frontal_Mid_L	28820	498	68470	2434	2598	524	0	0	1852	0	16028	260	33460	294	7842	148	2204	0	10944	1808	0	0	23768	4432	0	0	0	0	25348	290	7150	3602	1310	2502	1012	1098	2550	842	520	422	0	0	0	0	0	0	416	0	0	0	240	0	234	0	1044	176	6020	0	0	0	2938	0	634	0	442	0	130	0	202	0	3040	2674	3038	0	366	0	3592	1156	2216	0	798	0	268	0	394	0	0	0	978	134	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
245924	Frontal_Mid_R	0	10128	1214	29198	0	3186	0	0	0	1380	0	9196	0	14124	0	4940	0	976	1308	5418	0	0	254	5232	0	0	0	0	0	6964	232	2352	0	3494	0	0	0	4574	0	1604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2116	0	250	0	0	0	0	0	118	0	0	0	0	0	0	358	1814	0	8988	0	1524	0	144	0	0	0	188	0	196	0	118	0	0	0	1374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
