data	data	455824	206104	1.05844e+06	806968	106244	131668	516144	230212	66628	37260	337936	214928	305632	219356	136060	83624	324940	162796	823020	841236	37348	45336	493276	534212	36528	95520	17660	34424	668792	452764	271556	674232	306560	832836	135412	106084	199756	298212	75228	210988	16964	62080	374648	472876	252096	354284	225440	292936	276224	331264	691448	261924	196352	99704	339652	505584	330988	192312	225012	170060	331328	173548	152208	114944	243096	181136	483700	571476	181756	110560	148628	547540	285048	533996	39320	43264	130524	159712	156804	29480	292908	129108	78180	68008	365872	145264	47844	60956	346100	319484	380124	294252	240044	166768	22328	26508	245328	194488	403048	360892	171228	66112	237284	175144	100364	134152	29416	35928	28044	42700	204452	182916	93940	89748	85988	14928	
data	data	Precentral_L	Precentral_R	Frontal_Sup_L	Frontal_Sup_R	Frontal_Sup_Orb_L	Frontal_Sup_Orb_R	Frontal_Mid_L	Frontal_Mid_R	Frontal_Mid_Orb_L	Frontal_Mid_Orb_R	Frontal_Inf_Oper_L	Frontal_Inf_Oper_R	Frontal_Inf_Tri_L	Frontal_Inf_Tri_R	Frontal_Inf_Orb_L	Frontal_Inf_Orb_R	Rolandic_Oper_L	Rolandic_Oper_R	Supp_Motor_Area_L	Supp_Motor_Area_R	Olfactory_L	Olfactory_R	Frontal_Sup_Medial_L	Frontal_Sup_Medial_R	Frontal_Med_Orb_L	Frontal_Med_Orb_R	Rectus_L	Rectus_R	Insula_L	Insula_R	Cingulum_Ant_L	Cingulum_Ant_R	Cingulum_Mid_L	Cingulum_Mid_R	Cingulum_Post_L	Cingulum_Post_R	Hippocampus_L	Hippocampus_R	ParaHippocampal_L	ParaHippocampal_R	Amygdala_L	Amygdala_R	Calcarine_L	Calcarine_R	Cuneus_L	Cuneus_R	Lingual_L	Lingual_R	Occipital_Sup_L	Occipital_Sup_R	Occipital_Mid_L	Occipital_Mid_R	Occipital_Inf_L	Occipital_Inf_R	Fusiform_L	Fusiform_R	Postcentral_L	Postcentral_R	Parietal_Sup_L	Parietal_Sup_R	Parietal_Inf_L	Parietal_Inf_R	SupraMarginal_L	SupraMarginal_R	Angular_L	Angular_R	Precuneus_L	Precuneus_R	Paracentral_Lobule_L	Paracentral_Lobule_R	Caudate_L	Caudate_R	Putamen_L	Putamen_R	Pallidum_L	Pallidum_R	Thalamus_L	Thalamus_R	Heschl_L	Heschl_R	Temporal_Sup_L	Temporal_Sup_R	Temporal_Pole_Sup_L	Temporal_Pole_Sup_R	Temporal_Mid_L	Temporal_Mid_R	Temporal_Pole_Mid_L	Temporal_Pole_Mid_R	Temporal_Inf_L	Temporal_Inf_R	Cerebelum_Crus1_L	Cerebelum_Crus1_R	Cerebelum_Crus2_L	Cerebelum_Crus2_R	Cerebelum_3_L	Cerebelum_3_R	Cerebelum_4_5_L	Cerebelum_4_5_R	Cerebelum_6_L	Cerebelum_6_R	Cerebelum_7b_L	Cerebelum_7b_R	Cerebelum_8_L	Cerebelum_8_R	Cerebelum_9_L	Cerebelum_9_R	Cerebelum_10_L	Cerebelum_10_R	Vermis_1_2	Vermis_3	Vermis_4_5	Vermis_6	Vermis_7	Vermis_8	Vermis_9	Vermis_10	
455824	Precentral_L	0	0	19922	302	0	0	18958	0	0	0	19442	0	4312	0	0	0	15240	0	13420	1058	0	0	154	0	0	0	0	0	12812	0	0	0	1226	466	1468	0	6606	0	604	0	0	0	1214	0	126	0	514	0	0	0	4950	0	3534	0	2890	0	34066	0	1782	0	7738	0	2524	0	2680	0	1688	216	15670	0	1682	574	412	0	108	0	6148	302	7698	0	5816	0	0	0	4676	0	0	0	4568	0	174	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
206104	Precentral_R	0	0	0	12492	0	0	0	6640	0	0	0	4366	0	310	0	0	0	2100	190	8374	0	0	0	210	0	0	0	0	0	5920	138	258	0	4232	0	156	0	5492	0	384	0	0	0	1164	0	0	0	1068	0	110	0	336	0	834	0	5530	0	25326	0	220	0	1342	0	2956	0	580	0	1296	0	2754	0	160	116	566	0	0	0	168	0	334	0	2250	0	126	0	836	0	0	0	3718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.05844e+06	Frontal_Sup_L	19922	0	0	5728	8268	216	61514	0	3986	0	18162	530	18754	432	8476	110	13506	0	101774	12474	0	0	46216	6746	1892	224	0	0	44530	1574	14750	12712	4238	10564	0	0	5342	0	1198	0	0	0	0	0	0	0	0	0	0	0	750	0	136	0	1490	0	10412	0	482	0	654	0	390	0	562	0	436	0	1624	0	9062	14644	27186	4764	3716	384	13264	654	4146	0	6874	0	1188	0	576	0	252	0	1738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
806968	Frontal_Sup_R	302	12492	5728	0	0	6206	1000	32878	0	1610	112	4934	128	7120	0	3860	0	10700	5418	60522	0	0	16816	45146	0	2188	0	0	312	18878	3136	35800	1088	26748	0	0	0	12118	0	5154	0	0	0	302	0	0	0	232	0	0	0	0	0	316	0	7028	0	3360	0	0	0	280	0	392	0	0	0	0	332	0	468	15836	168	23776	148	4700	902	15616	0	712	0	1788	0	0	0	298	0	0	0	6436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
106244	Frontal_Sup_Orb_L	0	0	8268	0	0	108	1030	0	7706	0	0	0	466	0	5348	0	0	0	434	0	306	0	4818	112	4674	188	3238	0	3276	0	3976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	8630	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
131668	Frontal_Sup_Orb_R	0	0	216	6206	108	0	0	2624	0	5088	0	910	0	1228	0	3494	0	0	454	766	0	270	612	4842	966	12248	0	6036	0	1254	1316	3654	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6804	0	6272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
516144	Frontal_Mid_L	18958	0	61514	1000	1030	0	0	0	3242	0	19994	0	34932	0	8972	0	15558	0	10356	458	0	0	18754	1830	262	0	0	0	24994	0	2038	2568	3900	2574	0	354	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7344	0	0	0	106	0	0	0	0	0	0	0	0	0	830	316	2388	0	0	0	2130	0	3910	0	7156	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230212	Frontal_Mid_R	0	6640	0	32878	0	2624	0	0	0	2042	0	8246	0	16830	0	4900	0	416	214	4348	0	0	926	6108	0	0	0	0	0	7966	414	4072	0	2232	0	0	0	1864	0	984	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	1642	0	1296	0	0	0	222	0	380	0	0	0	0	0	0	0	1048	0	4384	0	0	0	618	0	0	0	178	0	0	0	0	0	0	0	1502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
