data	data	563192	310592	972188	969708	131116	82828	515280	474320	44856	31044	301780	228544	253288	161624	174696	105236	288004	177256	835304	803364	94268	104520	396532	311840	38044	83188	33112	68888	627076	379228	385988	515656	261864	571108	144600	194964	283716	446512	101652	185452	44672	81276	266432	440600	136632	348768	278668	278148	153468	378892	493084	338436	319172	170188	475764	612532	388568	190524	154604	125568	187896	216200	135800	122748	171460	187352	336992	431216	166380	159556	386636	421944	400048	484252	103960	56252	173120	294008	116840	20864	254672	140548	114420	92532	323400	349060	34292	30884	309824	359884	371816	354596	338588	267676	26348	48608	273600	180292	347244	330584	213324	95380	275888	256736	114044	97296	18328	3976	13592	23704	240768	154064	227656	154608	56008	18340	
data	data	Precentral_L	Precentral_R	Frontal_Sup_L	Frontal_Sup_R	Frontal_Sup_Orb_L	Frontal_Sup_Orb_R	Frontal_Mid_L	Frontal_Mid_R	Frontal_Mid_Orb_L	Frontal_Mid_Orb_R	Frontal_Inf_Oper_L	Frontal_Inf_Oper_R	Frontal_Inf_Tri_L	Frontal_Inf_Tri_R	Frontal_Inf_Orb_L	Frontal_Inf_Orb_R	Rolandic_Oper_L	Rolandic_Oper_R	Supp_Motor_Area_L	Supp_Motor_Area_R	Olfactory_L	Olfactory_R	Frontal_Sup_Medial_L	Frontal_Sup_Medial_R	Frontal_Med_Orb_L	Frontal_Med_Orb_R	Rectus_L	Rectus_R	Insula_L	Insula_R	Cingulum_Ant_L	Cingulum_Ant_R	Cingulum_Mid_L	Cingulum_Mid_R	Cingulum_Post_L	Cingulum_Post_R	Hippocampus_L	Hippocampus_R	ParaHippocampal_L	ParaHippocampal_R	Amygdala_L	Amygdala_R	Calcarine_L	Calcarine_R	Cuneus_L	Cuneus_R	Lingual_L	Lingual_R	Occipital_Sup_L	Occipital_Sup_R	Occipital_Mid_L	Occipital_Mid_R	Occipital_Inf_L	Occipital_Inf_R	Fusiform_L	Fusiform_R	Postcentral_L	Postcentral_R	Parietal_Sup_L	Parietal_Sup_R	Parietal_Inf_L	Parietal_Inf_R	SupraMarginal_L	SupraMarginal_R	Angular_L	Angular_R	Precuneus_L	Precuneus_R	Paracentral_Lobule_L	Paracentral_Lobule_R	Caudate_L	Caudate_R	Putamen_L	Putamen_R	Pallidum_L	Pallidum_R	Thalamus_L	Thalamus_R	Heschl_L	Heschl_R	Temporal_Sup_L	Temporal_Sup_R	Temporal_Pole_Sup_L	Temporal_Pole_Sup_R	Temporal_Mid_L	Temporal_Mid_R	Temporal_Pole_Mid_L	Temporal_Pole_Mid_R	Temporal_Inf_L	Temporal_Inf_R	Cerebelum_Crus1_L	Cerebelum_Crus1_R	Cerebelum_Crus2_L	Cerebelum_Crus2_R	Cerebelum_3_L	Cerebelum_3_R	Cerebelum_4_5_L	Cerebelum_4_5_R	Cerebelum_6_L	Cerebelum_6_R	Cerebelum_7b_L	Cerebelum_7b_R	Cerebelum_8_L	Cerebelum_8_R	Cerebelum_9_L	Cerebelum_9_R	Cerebelum_10_L	Cerebelum_10_R	Vermis_1_2	Vermis_3	Vermis_4_5	Vermis_6	Vermis_7	Vermis_8	Vermis_9	Vermis_10	
563192	Precentral_L	0	2692	28008	3980	0	0	22734	1384	0	0	19724	288	4460	0	0	0	10950	136	22726	8834	0	0	274	112	0	0	0	0	14024	244	414	304	174	1848	3818	1604	7188	804	812	130	0	0	798	0	0	0	1444	0	0	0	3078	0	4934	172	4318	426	36370	178	0	0	3442	418	2768	0	200	194	1416	242	11182	102	7750	1138	7734	522	5032	208	13800	3532	3634	0	3476	0	0	0	2036	442	0	0	2752	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
310592	Precentral_R	2692	0	136	6016	0	0	158	11578	0	0	0	8890	0	566	0	0	102	6416	222	8274	0	0	0	0	0	0	0	0	124	1940	0	96	216	2224	1956	4526	1838	8770	192	744	0	0	0	2768	0	1048	0	322	0	2096	0	2256	0	1582	184	7352	152	16416	0	442	0	3486	0	6612	0	1310	698	4046	2596	5040	226	1854	162	1922	112	214	1166	4820	110	722	0	3222	0	0	0	6232	0	0	0	8452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
972188	Frontal_Sup_L	28008	136	0	13648	11854	0	68970	6682	1824	0	23352	514	14314	0	9540	0	13408	126	86490	12126	602	0	40918	5016	1378	116	270	0	36048	282	16820	5304	4958	4172	0	134	3850	0	974	0	242	0	0	0	0	0	0	0	0	0	0	0	136	0	496	0	7870	0	0	0	0	96	88	0	0	0	0	0	2772	0	15706	740	28610	226	7194	188	2334	0	2654	0	3480	0	716	0	106	96	0	0	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
969708	Frontal_Sup_R	3980	6016	13648	0	0	1960	3894	67714	0	98	350	15046	216	12462	0	4386	742	11032	29126	73698	0	526	14182	33632	136	2418	0	1068	1176	17460	8882	34938	7966	24076	236	294	344	4370	0	316	0	94	0	0	0	0	0	0	0	0	0	0	0	0	92	3322	774	1450	0	0	0	0	140	0	0	0	0	0	2314	0	9700	23220	2192	19968	1322	2674	1960	15750	184	132	300	896	0	216	0	264	0	0	0	1502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
131116	Frontal_Sup_Orb_L	0	0	11854	0	0	0	1672	0	7552	0	0	0	884	0	14788	0	0	0	102	0	1952	0	2342	0	2452	0	4468	0	5296	0	3764	0	0	0	0	0	90	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	866	0	6870	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
82828	Frontal_Sup_Orb_R	0	0	0	1960	0	0	0	978	0	5950	0	0	0	0	0	3120	0	0	0	0	0	1490	176	2928	918	7962	138	8308	0	602	730	2146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2118	0	1890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
515280	Frontal_Mid_L	22734	158	68970	3894	1672	0	0	2394	1568	0	21338	152	29294	0	10242	0	4844	0	11498	2256	0	0	18086	2458	0	0	0	0	19852	126	6700	2692	2366	2660	0	116	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	316	0	4302	0	0	0	0	112	0	0	0	0	0	0	712	0	3538	232	4006	104	1166	0	2332	582	1466	0	1658	0	272	0	0	112	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
474320	Frontal_Mid_R	1384	11578	6682	67714	0	978	2394	0	0	1314	258	22586	212	16926	0	6352	360	11002	8012	8946	0	0	1932	4658	0	238	0	92	586	11952	2706	10492	940	3888	0	126	0	2786	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1560	206	2594	0	0	0	0	0	96	0	0	0	0	0	94	6022	5660	840	7166	390	474	1038	872	0	94	0	876	0	0	0	456	0	0	0	1364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44856	Frontal_Mid_Orb_L	0	0	1824	0	7552	0	1568	0	0	0	0	0	408	0	9674	0	0	0	0	0	0	0	0	0	0	0	358	0	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31044	Frontal_Mid_Orb_R	0	0	0	98	0	5950	0	1314	0	0	0	0	0	146	0	3504	0	0	0	0	0	0	0	354	0	1630	0	1368	0	462	202	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
301780	Frontal_Inf_Oper_L	19724	0	23352	350	0	0	21338	258	0	0	0	158	18956	0	410	0	12960	0	14194	0	0	0	1688	0	0	0	0	0	21608	96	1292	208	402	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	190	0	5774	0	0	0	0	0	0	0	0	0	0	0	0	0	918	0	1122	0	0	0	0	0	1010	0	2696	0	1678	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
228544	Frontal_Inf_Oper_R	288	8890	514	15046	0	0	152	22586	0	0	158	0	0	12442	0	1332	254	9670	954	1998	0	0	262	1362	0	0	0	0	324	13826	432	3276	160	562	0	134	0	1974	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	938	0	3066	0	0	0	0	0	0	0	0	0	0	0	0	2102	1734	218	5558	0	92	0	1298	0	98	0	1216	0	304	0	130	0	0	0	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
253288	Frontal_Inf_Tri_L	4460	0	14314	216	884	0	29294	212	408	0	18956	0	0	0	16878	0	2210	0	6590	0	0	0	1284	0	0	0	0	0	25388	0	498	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	586	0	0	0	0	0	418	0	1370	0	580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
161624	Frontal_Inf_Tri_R	0	566	0	12462	0	0	0	16926	0	146	0	12442	0	0	0	4748	0	606	2326	2488	0	0	1330	2630	0	204	0	0	0	12984	904	5246	752	2758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
174696	Frontal_Inf_Orb_L	0	0	9540	0	14788	0	10242	0	9674	0	410	0	16878	0	0	0	282	0	1614	0	1038	0	598	0	0	0	1150	0	16382	0	92	0	0	0	0	0	344	0	280	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	2156	0	0	0	0	0	0	0	322	0	754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
105236	Frontal_Inf_Orb_R	0	0	0	4386	0	3120	0	6352	0	3504	0	1332	0	4748	0	0	0	0	662	352	0	2088	480	450	0	0	0	1854	0	12074	118	918	254	762	0	0	0	554	0	650	0	532	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	690	0	3798	0	0	0	0	0	0	0	380	0	2148	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
288004	Rolandic_Oper_L	10950	102	13408	742	0	0	4844	360	0	0	12960	254	2210	0	282	0	0	0	10064	1108	0	0	196	106	0	0	0	0	27346	262	598	358	0	104	0	88	278	132	0	0	0	0	0	0	0	0	102	0	0	0	398	0	2354	0	1840	0	13644	0	0	0	680	0	2240	0	288	0	0	0	274	0	1996	114	1546	218	214	0	706	116	7654	0	14786	0	2100	0	2796	0	0	0	3184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177256	Rolandic_Oper_R	136	6416	126	11032	0	0	0	11002	0	0	0	9670	0	606	0	0	0	0	146	3208	0	0	0	104	0	0	0	0	0	12008	0	328	0	0	0	0	0	3002	0	546	0	0	0	0	0	0	0	0	0	88	0	0	0	126	0	1678	0	4442	0	0	0	272	0	2790	0	0	0	202	0	170	532	912	116	4276	0	266	0	1486	0	1672	0	6916	0	814	0	1442	0	0	0	2098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
835304	Supp_Motor_Area_L	22726	222	86490	29126	102	0	11498	8012	0	0	14194	954	6590	2326	1614	662	10064	146	0	49976	166	0	11630	4184	0	0	0	0	21746	992	7858	8260	14800	26714	1402	0	3662	0	936	0	0	0	0	0	0	0	0	0	0	0	0	0	124	136	464	198	5772	0	0	0	0	128	0	0	0	0	432	0	14666	0	14112	712	19824	270	6020	184	2330	0	1906	0	2442	0	180	0	0	132	0	0	478	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
803364	Supp_Motor_Area_R	8834	8274	12126	73698	0	0	2256	8946	0	0	0	1998	0	2488	0	352	1108	3208	49976	0	0	0	3216	6568	0	0	0	0	1174	3414	6022	11478	14564	50760	750	10812	448	3232	0	212	0	0	0	2388	0	926	0	584	0	1242	0	992	0	930	94	3466	2018	1966	0	314	0	1730	336	108	0	920	818	9630	10760	10406	3878	19142	2466	9608	1658	2536	1478	19394	384	116	738	338	0	0	0	2278	0	0	94	2032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
94268	Olfactory_L	0	0	602	0	1952	0	0	0	0	0	0	0	0	0	1038	0	0	0	166	0	0	4740	106	0	978	94	2280	0	2508	0	4482	2138	0	0	0	0	1250	0	836	0	1622	0	0	0	0	0	0	0	0	0	0	0	0	0	696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7326	5138	5576	2758	170	92	0	0	0	0	0	0	420	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
104520	Olfactory_R	0	0	0	526	0	1490	0	0	0	0	0	0	0	0	0	2088	0	0	0	0	4740	0	0	148	134	840	190	2896	0	2654	2464	3168	0	0	0	0	0	1326	0	1478	0	1842	0	0	0	0	0	0	0	0	0	0	0	0	0	1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5830	8570	4052	4598	580	336	0	0	0	0	0	0	0	954	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
396532	Frontal_Sup_Medial_L	274	0	40918	14182	2342	176	18086	1932	0	0	1688	262	1284	1330	598	480	196	0	11630	3216	106	0	0	21352	1990	840	424	0	1338	406	19772	15980	12860	23084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0	878	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
311840	Frontal_Sup_Medial_R	112	0	5016	33632	0	2928	2458	4658	0	354	0	1362	0	2630	0	450	106	104	4184	6568	0	148	21352	0	896	5570	0	1014	166	2480	7294	23862	2870	17006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	862	4318	0	3520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
38044	Frontal_Med_Orb_L	0	0	1378	136	2452	918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	978	134	1990	896	0	2662	1504	182	0	0	4250	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572	144	642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
83188	Frontal_Med_Orb_R	0	0	116	2418	0	7962	0	238	0	1630	0	0	0	204	0	0	0	0	0	0	94	840	840	5570	2662	0	146	5982	0	282	1932	5402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	2932	0	2140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
33112	Rectus_L	0	0	270	0	4468	138	0	0	358	0	0	0	0	0	1150	0	0	0	0	0	2280	190	424	0	1504	146	0	184	276	0	2294	260	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	882	200	1256	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
68888	Rectus_R	0	0	0	1068	0	8308	0	92	0	1368	0	0	0	0	0	1854	0	0	0	0	0	2896	0	1014	182	5982	184	0	0	1224	518	3810	0	0	0	0	0	0	0	284	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2780	0	2450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
627076	Insula_L	14024	124	36048	1176	5296	0	19852	586	650	0	21608	324	25388	0	16382	0	27346	0	21746	1174	2508	0	1338	166	0	0	276	0	0	302	1686	590	260	104	530	444	10102	392	2562	0	2352	0	480	0	0	0	834	0	0	0	902	0	5894	0	10846	0	10050	0	0	0	286	0	400	0	0	0	388	0	246	0	3228	266	15778	292	136	0	3018	620	12474	0	13796	0	5172	0	5094	0	0	0	8002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
379228	Insula_R	244	1940	282	17460	0	602	126	11952	0	462	96	13826	0	12984	0	12074	262	12008	992	3414	0	2654	406	2480	0	282	0	1224	302	0	1022	5876	270	996	416	630	422	9446	0	2476	0	2614	0	0	0	0	0	136	0	0	0	0	0	136	118	5694	302	644	0	0	0	286	0	450	0	92	114	0	0	154	1096	2894	238	28592	0	216	246	2872	0	1374	96	9896	0	5232	0	3954	0	302	0	4240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
