data	data	556300	446804	1.03121e+06	836420	166484	245936	391672	300024	74508	16876	210740	256776	226016	196140	166336	101492	150932	113384	784152	717532	143972	147696	268036	455716	64496	146568	132776	150136	495488	435524	361188	507424	93500	433548	207464	202852	361096	288148	138004	159552	69024	77472	226584	339316	191228	257152	253884	226400	130540	250780	357344	205692	156640	47484	343028	264636	189592	220624	69200	99136	170172	124748	103116	123808	115256	126520	325232	356544	199220	176468	450816	447100	403296	287104	106264	36152	234660	168124	83276	17104	171272	127004	40128	33724	261908	262040	10708	18644	227180	176344	424656	419580	310964	285704	56284	41168	328312	202928	433692	381672	254948	94492	313088	261160	131224	205188	24572	16444	31492	64748	270916	205180	165836	223844	154324	20188	
data	data	Precentral_L	Precentral_R	Frontal_Sup_L	Frontal_Sup_R	Frontal_Sup_Orb_L	Frontal_Sup_Orb_R	Frontal_Mid_L	Frontal_Mid_R	Frontal_Mid_Orb_L	Frontal_Mid_Orb_R	Frontal_Inf_Oper_L	Frontal_Inf_Oper_R	Frontal_Inf_Tri_L	Frontal_Inf_Tri_R	Frontal_Inf_Orb_L	Frontal_Inf_Orb_R	Rolandic_Oper_L	Rolandic_Oper_R	Supp_Motor_Area_L	Supp_Motor_Area_R	Olfactory_L	Olfactory_R	Frontal_Sup_Medial_L	Frontal_Sup_Medial_R	Frontal_Med_Orb_L	Frontal_Med_Orb_R	Rectus_L	Rectus_R	Insula_L	Insula_R	Cingulum_Ant_L	Cingulum_Ant_R	Cingulum_Mid_L	Cingulum_Mid_R	Cingulum_Post_L	Cingulum_Post_R	Hippocampus_L	Hippocampus_R	ParaHippocampal_L	ParaHippocampal_R	Amygdala_L	Amygdala_R	Calcarine_L	Calcarine_R	Cuneus_L	Cuneus_R	Lingual_L	Lingual_R	Occipital_Sup_L	Occipital_Sup_R	Occipital_Mid_L	Occipital_Mid_R	Occipital_Inf_L	Occipital_Inf_R	Fusiform_L	Fusiform_R	Postcentral_L	Postcentral_R	Parietal_Sup_L	Parietal_Sup_R	Parietal_Inf_L	Parietal_Inf_R	SupraMarginal_L	SupraMarginal_R	Angular_L	Angular_R	Precuneus_L	Precuneus_R	Paracentral_Lobule_L	Paracentral_Lobule_R	Caudate_L	Caudate_R	Putamen_L	Putamen_R	Pallidum_L	Pallidum_R	Thalamus_L	Thalamus_R	Heschl_L	Heschl_R	Temporal_Sup_L	Temporal_Sup_R	Temporal_Pole_Sup_L	Temporal_Pole_Sup_R	Temporal_Mid_L	Temporal_Mid_R	Temporal_Pole_Mid_L	Temporal_Pole_Mid_R	Temporal_Inf_L	Temporal_Inf_R	Cerebelum_Crus1_L	Cerebelum_Crus1_R	Cerebelum_Crus2_L	Cerebelum_Crus2_R	Cerebelum_3_L	Cerebelum_3_R	Cerebelum_4_5_L	Cerebelum_4_5_R	Cerebelum_6_L	Cerebelum_6_R	Cerebelum_7b_L	Cerebelum_7b_R	Cerebelum_8_L	Cerebelum_8_R	Cerebelum_9_L	Cerebelum_9_R	Cerebelum_10_L	Cerebelum_10_R	Vermis_1_2	Vermis_3	Vermis_4_5	Vermis_6	Vermis_7	Vermis_8	Vermis_9	Vermis_10	
556300	Precentral_L	0	13860	23384	4654	0	0	20592	3134	0	0	12002	538	1406	352	0	0	6440	140	23674	12878	0	0	0	0	0	0	0	0	10008	652	2228	428	460	3204	9522	7460	8094	5654	540	2142	0	0	334	0	154	0	180	0	0	0	1492	0	746	0	366	468	22112	370	0	0	4324	0	742	0	292	0	1024	230	14050	5788	9726	2014	4868	358	1414	202	24422	3366	3414	0	528	0	0	0	982	0	0	0	738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
446804	Precentral_R	13860	0	7264	15326	0	0	1384	13368	0	0	306	4030	0	102	0	0	606	1338	4188	10470	0	0	0	0	0	0	0	0	1012	4320	318	980	0	1672	746	3052	794	6474	128	1890	0	0	212	2522	324	2468	0	608	0	3142	236	2460	0	0	0	1424	430	26530	0	532	120	564	0	1710	0	148	378	8886	7686	15006	3912	11222	2120	8434	854	1708	3222	16612	0	0	104	436	0	0	98	3858	0	0	0	1808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.03121e+06	Frontal_Sup_L	23384	7264	0	19912	5258	1188	59652	2856	1026	0	14120	2758	22146	2422	7238	0	8848	586	90642	35706	296	0	35758	5398	408	0	634	0	32836	2618	22012	6728	6234	10376	382	190	4036	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	4260	0	0	0	0	0	0	0	0	0	0	0	890	1902	20640	3922	26486	656	11014	0	9450	398	1028	0	1018	0	586	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
836420	Frontal_Sup_R	4654	15326	19912	0	110	20188	1112	29442	0	94	350	15152	0	11842	0	4398	164	3764	25914	56088	638	1614	7832	45006	0	6110	344	5254	294	17208	8560	35704	188	21104	134	276	458	2152	0	916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666	254	770	0	0	0	0	0	0	0	0	0	120	150	430	7002	25288	3900	9302	1098	686	580	5304	0	0	0	0	0	254	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
166484	Frontal_Sup_Orb_L	0	0	5258	110	0	264	574	0	11548	0	160	0	800	0	15094	0	0	0	0	0	4470	1588	2534	0	3798	278	11116	1014	6676	0	8536	1612	0	0	0	0	278	0	0	0	838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2440	558	3122	0	0	0	0	0	0	0	0	0	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
245936	Frontal_Sup_Orb_R	0	0	1188	20188	264	0	0	1800	0	2074	0	1650	0	1762	184	7840	0	140	1986	2814	1528	5196	652	12386	478	11876	942	13244	92	5856	2014	10792	0	1556	0	0	0	0	0	0	140	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2574	5800	638	5066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
391672	Frontal_Mid_L	20592	1384	59652	1112	574	0	0	2320	2194	0	13666	360	27696	258	2900	0	996	0	16896	1118	0	0	13178	346	0	0	180	0	9564	256	7174	606	2392	306	248	206	1206	150	116	118	0	0	0	0	0	0	0	0	0	0	110	0	140	0	108	0	398	204	0	0	212	0	0	0	0	0	0	0	0	0	1986	286	998	186	132	0	818	154	1918	0	0	0	92	0	176	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
300024	Frontal_Mid_R	3134	13368	2856	29442	0	1800	2320	0	0	720	464	13218	0	11348	0	1956	730	734	5512	11322	0	96	692	10638	0	0	0	100	1214	8534	1260	7714	0	5980	114	142	338	488	122	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	102	1484	0	0	0	0	0	0	0	0	0	0	0	0	2860	2604	876	3946	0	324	356	288	0	0	120	162	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
