data	data	444748	302524	815068	971612	135216	121188	456028	280500	88176	38344	373980	243432	364612	286784	163872	99192	339060	159772	509048	874112	108912	90884	364492	443772	50280	160140	55524	60288	557528	388808	355908	561436	227512	560696	145632	156140	245600	283152	103220	175048	29568	65272	191460	231440	151084	255884	226800	266284	179172	254624	345072	201848	67684	109240	338868	368224	348408	224324	83076	108780	174712	123200	132404	125264	84212	112220	183776	350204	138880	134952	266368	369272	335724	390720	61812	45644	92188	177064	122356	33684	233708	163048	129428	67224	223412	179528	35432	21788	243112	201560	344200	332124	260948	283756	23308	59876	225324	232760	341248	365832	216892	127732	256216	242820	96440	97752	14716	16964	15700	59576	162872	118628	219292	127648	81104	42208	
data	data	Precentral_L	Precentral_R	Frontal_Sup_L	Frontal_Sup_R	Frontal_Sup_Orb_L	Frontal_Sup_Orb_R	Frontal_Mid_L	Frontal_Mid_R	Frontal_Mid_Orb_L	Frontal_Mid_Orb_R	Frontal_Inf_Oper_L	Frontal_Inf_Oper_R	Frontal_Inf_Tri_L	Frontal_Inf_Tri_R	Frontal_Inf_Orb_L	Frontal_Inf_Orb_R	Rolandic_Oper_L	Rolandic_Oper_R	Supp_Motor_Area_L	Supp_Motor_Area_R	Olfactory_L	Olfactory_R	Frontal_Sup_Medial_L	Frontal_Sup_Medial_R	Frontal_Med_Orb_L	Frontal_Med_Orb_R	Rectus_L	Rectus_R	Insula_L	Insula_R	Cingulum_Ant_L	Cingulum_Ant_R	Cingulum_Mid_L	Cingulum_Mid_R	Cingulum_Post_L	Cingulum_Post_R	Hippocampus_L	Hippocampus_R	ParaHippocampal_L	ParaHippocampal_R	Amygdala_L	Amygdala_R	Calcarine_L	Calcarine_R	Cuneus_L	Cuneus_R	Lingual_L	Lingual_R	Occipital_Sup_L	Occipital_Sup_R	Occipital_Mid_L	Occipital_Mid_R	Occipital_Inf_L	Occipital_Inf_R	Fusiform_L	Fusiform_R	Postcentral_L	Postcentral_R	Parietal_Sup_L	Parietal_Sup_R	Parietal_Inf_L	Parietal_Inf_R	SupraMarginal_L	SupraMarginal_R	Angular_L	Angular_R	Precuneus_L	Precuneus_R	Paracentral_Lobule_L	Paracentral_Lobule_R	Caudate_L	Caudate_R	Putamen_L	Putamen_R	Pallidum_L	Pallidum_R	Thalamus_L	Thalamus_R	Heschl_L	Heschl_R	Temporal_Sup_L	Temporal_Sup_R	Temporal_Pole_Sup_L	Temporal_Pole_Sup_R	Temporal_Mid_L	Temporal_Mid_R	Temporal_Pole_Mid_L	Temporal_Pole_Mid_R	Temporal_Inf_L	Temporal_Inf_R	Cerebelum_Crus1_L	Cerebelum_Crus1_R	Cerebelum_Crus2_L	Cerebelum_Crus2_R	Cerebelum_3_L	Cerebelum_3_R	Cerebelum_4_5_L	Cerebelum_4_5_R	Cerebelum_6_L	Cerebelum_6_R	Cerebelum_7b_L	Cerebelum_7b_R	Cerebelum_8_L	Cerebelum_8_R	Cerebelum_9_L	Cerebelum_9_R	Cerebelum_10_L	Cerebelum_10_R	Vermis_1_2	Vermis_3	Vermis_4_5	Vermis_6	Vermis_7	Vermis_8	Vermis_9	Vermis_10	
444748	Precentral_L	0	1688	19148	1656	0	0	24924	110	0	0	26826	0	16644	0	164	0	17308	0	6578	4800	0	0	1028	162	0	0	0	0	16772	140	580	262	754	1060	3492	1636	4030	1020	338	302	0	0	128	0	352	0	0	98	250	0	1352	0	126	0	616	0	28156	0	252	0	2282	0	1240	0	276	0	392	130	8452	544	4552	762	2950	154	654	0	2348	1394	6864	0	4176	0	2006	0	190	0	0	0	172	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
302524	Precentral_R	1688	0	0	11418	0	0	0	13136	0	0	0	5620	0	872	0	0	0	4118	1278	8530	0	0	0	208	0	0	0	0	0	2118	0	264	424	2114	1718	5824	154	2638	0	170	0	0	0	1346	0	3974	0	820	0	6018	0	4426	0	310	0	282	0	24544	0	2420	0	2236	0	2500	0	1442	0	11670	1422	11220	196	3220	94	1482	0	700	1238	4842	0	138	0	748	0	0	0	826	0	0	0	856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
815068	Frontal_Sup_L	19148	0	0	7752	9300	222	76450	202	4416	0	26224	178	27086	500	9020	0	17290	0	38394	12308	200	0	30440	3710	2262	166	396	0	33840	278	13546	3772	7300	5324	114	0	2604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	4444	0	0	0	0	0	0	0	0	0	0	0	354	0	12272	1104	22364	1094	4056	0	1966	126	1166	0	2696	0	2418	0	0	0	0	0	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
971612	Frontal_Sup_R	1656	11418	7752	0	0	8812	1756	43940	0	2144	1918	12622	1680	25556	284	5606	600	8964	12082	81946	0	0	12416	42578	124	9552	0	114	2218	21080	6844	33948	2898	22966	548	1330	448	5784	92	1022	0	0	0	0	0	402	0	198	0	530	0	532	0	0	0	502	198	2476	0	286	0	158	0	124	0	0	0	898	280	458	2538	27240	598	24884	124	5590	1746	21528	0	360	0	370	0	800	0	168	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
135216	Frontal_Sup_Orb_L	0	0	9300	0	0	170	1252	0	11904	0	0	0	864	0	11782	146	0	0	82	0	2690	888	2280	176	4104	128	5324	410	4404	0	3044	306	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1892	434	5290	0	0	0	0	0	0	0	0	0	634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
121188	Frontal_Sup_Orb_R	0	0	222	8812	170	0	0	1518	0	6480	0	414	0	482	0	5472	0	0	250	656	378	1232	1046	5000	248	7786	254	5114	0	2116	754	2520	0	750	0	0	0	174	0	82	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	2062	92	5850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
456028	Frontal_Mid_L	24924	0	76450	1756	1252	0	0	0	3412	0	15764	0	35588	82	6748	0	6818	0	2590	2086	102	0	8134	928	0	0	0	0	13886	84	4736	1130	4040	994	180	110	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3178	0	0	0	368	0	156	0	0	0	0	0	106	0	5894	112	2302	142	238	0	134	114	880	0	1416	0	852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
280500	Frontal_Mid_R	110	13136	202	43940	0	1518	0	0	0	1330	0	13258	0	21002	0	2914	0	2144	418	2640	0	0	664	4504	0	1178	0	0	0	9360	260	2724	0	1364	0	90	104	1886	0	0	0	0	0	0	0	322	0	0	0	380	0	386	0	0	0	0	0	2594	0	136	0	126	0	108	0	82	0	622	0	148	132	1336	0	5998	0	1802	144	722	0	170	0	94	0	100	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
