data	data	433032	303580	812128	656168	127520	152560	525872	225484	104544	16676	153892	186536	241284	168236	208444	79572	155528	109492	544432	808168	84172	86816	252988	260892	30872	108756	70588	85516	532256	241824	217576	404516	137476	537312	155408	246804	297244	292584	107768	110388	29560	48372	261240	378076	219280	402300	353492	370808	214160	470096	433892	273108	213128	165264	484296	440420	227512	276304	130628	281836	276712	250768	148228	175976	167504	210468	351872	550440	315808	202812	299616	379324	243444	193940	38112	32400	199768	257548	82884	20032	166896	84936	103228	61212	322188	144376	15452	9360	298376	198528	568908	580280	457396	467176	66160	56452	352016	211672	570012	451424	280640	189224	348364	366120	242580	258636	86920	21668	35756	90016	226952	241532	305688	199628	158964	81740	
data	data	Precentral_L	Precentral_R	Frontal_Sup_L	Frontal_Sup_R	Frontal_Sup_Orb_L	Frontal_Sup_Orb_R	Frontal_Mid_L	Frontal_Mid_R	Frontal_Mid_Orb_L	Frontal_Mid_Orb_R	Frontal_Inf_Oper_L	Frontal_Inf_Oper_R	Frontal_Inf_Tri_L	Frontal_Inf_Tri_R	Frontal_Inf_Orb_L	Frontal_Inf_Orb_R	Rolandic_Oper_L	Rolandic_Oper_R	Supp_Motor_Area_L	Supp_Motor_Area_R	Olfactory_L	Olfactory_R	Frontal_Sup_Medial_L	Frontal_Sup_Medial_R	Frontal_Med_Orb_L	Frontal_Med_Orb_R	Rectus_L	Rectus_R	Insula_L	Insula_R	Cingulum_Ant_L	Cingulum_Ant_R	Cingulum_Mid_L	Cingulum_Mid_R	Cingulum_Post_L	Cingulum_Post_R	Hippocampus_L	Hippocampus_R	ParaHippocampal_L	ParaHippocampal_R	Amygdala_L	Amygdala_R	Calcarine_L	Calcarine_R	Cuneus_L	Cuneus_R	Lingual_L	Lingual_R	Occipital_Sup_L	Occipital_Sup_R	Occipital_Mid_L	Occipital_Mid_R	Occipital_Inf_L	Occipital_Inf_R	Fusiform_L	Fusiform_R	Postcentral_L	Postcentral_R	Parietal_Sup_L	Parietal_Sup_R	Parietal_Inf_L	Parietal_Inf_R	SupraMarginal_L	SupraMarginal_R	Angular_L	Angular_R	Precuneus_L	Precuneus_R	Paracentral_Lobule_L	Paracentral_Lobule_R	Caudate_L	Caudate_R	Putamen_L	Putamen_R	Pallidum_L	Pallidum_R	Thalamus_L	Thalamus_R	Heschl_L	Heschl_R	Temporal_Sup_L	Temporal_Sup_R	Temporal_Pole_Sup_L	Temporal_Pole_Sup_R	Temporal_Mid_L	Temporal_Mid_R	Temporal_Pole_Mid_L	Temporal_Pole_Mid_R	Temporal_Inf_L	Temporal_Inf_R	Cerebelum_Crus1_L	Cerebelum_Crus1_R	Cerebelum_Crus2_L	Cerebelum_Crus2_R	Cerebelum_3_L	Cerebelum_3_R	Cerebelum_4_5_L	Cerebelum_4_5_R	Cerebelum_6_L	Cerebelum_6_R	Cerebelum_7b_L	Cerebelum_7b_R	Cerebelum_8_L	Cerebelum_8_R	Cerebelum_9_L	Cerebelum_9_R	Cerebelum_10_L	Cerebelum_10_R	Vermis_1_2	Vermis_3	Vermis_4_5	Vermis_6	Vermis_7	Vermis_8	Vermis_9	Vermis_10	
433032	Precentral_L	0	0	19572	1128	0	0	15976	0	116	0	8100	0	1870	0	158	0	6582	0	18332	12966	0	0	282	0	0	0	0	0	13350	0	364	0	2312	5626	2868	954	8110	662	540	74	0	0	252	0	692	0	0	0	530	0	852	0	614	0	626	0	19166	0	1366	0	4734	0	3436	0	130	0	1530	146	22922	0	5014	582	7900	0	2418	0	10658	916	5572	0	2384	0	596	0	1934	0	0	0	1604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
303580	Precentral_R	0	0	512	18066	0	0	118	12274	0	0	110	5060	126	126	0	0	0	2308	746	8544	0	0	0	0	0	0	0	0	172	5134	0	466	0	9032	576	3110	1150	2514	228	270	0	0	0	2558	0	1492	0	292	0	3722	0	2214	0	608	158	732	0	18628	0	3332	0	3488	0	3122	0	1966	0	7088	0	12082	488	1982	0	7352	0	2796	228	5312	0	216	0	302	0	0	0	274	0	0	0	716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
812128	Frontal_Sup_L	19572	512	0	10256	5440	452	72670	670	3518	0	6320	190	15500	0	7384	362	7136	184	56982	25228	308	0	30748	2124	1502	290	0	0	28930	284	8902	5246	6080	3056	866	752	6562	562	234	0	82	0	0	0	0	0	0	0	0	0	82	0	142	0	1080	0	2340	0	118	0	636	0	242	0	0	0	0	114	5856	0	17446	11060	19944	80	2694	0	5390	876	1804	0	2794	0	2986	82	384	0	0	0	1010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
656168	Frontal_Sup_R	1128	18066	10256	0	0	9152	2922	26524	0	0	306	9584	284	8082	110	3256	0	4970	19142	57128	0	0	4776	30666	0	3674	0	268	502	9256	3818	29054	670	18670	152	146	816	2134	132	516	0	0	0	88	0	0	0	0	0	572	0	566	0	0	94	522	0	1042	0	344	0	622	0	816	0	0	0	382	994	116	2242	18646	148	7990	0	3706	184	11312	0	266	0	264	0	758	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
127520	Frontal_Sup_Orb_L	0	0	5440	0	0	472	2394	0	8184	0	0	0	1676	0	6356	102	0	0	0	164	3378	1432	3646	0	3674	260	9094	724	3312	0	4502	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4360	982	3046	0	0	0	0	0	0	0	0	0	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
152560	Frontal_Sup_Orb_R	0	0	452	9152	472	0	0	432	0	2464	0	414	0	1500	522	2326	0	0	498	758	1648	3054	618	10070	130	10606	540	9652	104	1170	1476	8144	0	904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1626	5460	194	1894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
525872	Frontal_Mid_L	15976	118	72670	2922	2394	0	0	128	3570	0	7176	0	28800	0	10040	0	4386	0	11596	4282	274	0	15352	378	204	84	0	0	30298	90	5268	918	5446	240	714	744	3738	542	142	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0	880	0	0	0	390	0	444	0	0	0	0	102	82	0	11068	3482	8198	0	352	0	1454	538	2168	0	1884	0	2370	0	210	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
225484	Frontal_Mid_R	0	12274	670	26524	0	432	128	0	0	232	130	9230	146	16364	0	2722	0	2774	3254	5104	0	0	250	2706	0	462	0	0	190	4272	300	4568	0	3668	0	0	92	406	0	156	0	0	0	0	0	0	0	0	0	198	0	190	0	0	0	154	0	824	0	222	0	444	0	564	0	0	0	204	0	0	734	3422	0	5188	0	2536	0	240	0	274	0	272	0	100	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
