data	data	390084	240924	1.1181e+06	998152	150440	126520	566008	372336	118200	43352	263860	162188	336420	100760	262356	133324	287836	163164	895152	837140	119000	113252	525304	516672	50172	164944	92848	90172	713352	369216	450308	560304	216620	676592	126800	92400	288672	312160	143444	184060	57592	67308	191884	281136	159036	221488	225232	275372	144680	302504	443044	309868	159048	127928	371384	359996	229752	171732	120944	95460	162428	110620	104052	103144	154292	156968	243908	370556	137844	106560	259516	488856	462092	339132	46548	36664	177468	182772	112472	29016	277160	163804	152656	68756	260928	250236	35516	28696	260308	230772	492428	398108	344388	347112	33840	66424	286984	273660	411248	402280	255704	163388	281656	257084	140608	101000	27660	6796	18564	108556	226824	179316	252104	101484	60132	33136	
data	data	Precentral_L	Precentral_R	Frontal_Sup_L	Frontal_Sup_R	Frontal_Sup_Orb_L	Frontal_Sup_Orb_R	Frontal_Mid_L	Frontal_Mid_R	Frontal_Mid_Orb_L	Frontal_Mid_Orb_R	Frontal_Inf_Oper_L	Frontal_Inf_Oper_R	Frontal_Inf_Tri_L	Frontal_Inf_Tri_R	Frontal_Inf_Orb_L	Frontal_Inf_Orb_R	Rolandic_Oper_L	Rolandic_Oper_R	Supp_Motor_Area_L	Supp_Motor_Area_R	Olfactory_L	Olfactory_R	Frontal_Sup_Medial_L	Frontal_Sup_Medial_R	Frontal_Med_Orb_L	Frontal_Med_Orb_R	Rectus_L	Rectus_R	Insula_L	Insula_R	Cingulum_Ant_L	Cingulum_Ant_R	Cingulum_Mid_L	Cingulum_Mid_R	Cingulum_Post_L	Cingulum_Post_R	Hippocampus_L	Hippocampus_R	ParaHippocampal_L	ParaHippocampal_R	Amygdala_L	Amygdala_R	Calcarine_L	Calcarine_R	Cuneus_L	Cuneus_R	Lingual_L	Lingual_R	Occipital_Sup_L	Occipital_Sup_R	Occipital_Mid_L	Occipital_Mid_R	Occipital_Inf_L	Occipital_Inf_R	Fusiform_L	Fusiform_R	Postcentral_L	Postcentral_R	Parietal_Sup_L	Parietal_Sup_R	Parietal_Inf_L	Parietal_Inf_R	SupraMarginal_L	SupraMarginal_R	Angular_L	Angular_R	Precuneus_L	Precuneus_R	Paracentral_Lobule_L	Paracentral_Lobule_R	Caudate_L	Caudate_R	Putamen_L	Putamen_R	Pallidum_L	Pallidum_R	Thalamus_L	Thalamus_R	Heschl_L	Heschl_R	Temporal_Sup_L	Temporal_Sup_R	Temporal_Pole_Sup_L	Temporal_Pole_Sup_R	Temporal_Mid_L	Temporal_Mid_R	Temporal_Pole_Mid_L	Temporal_Pole_Mid_R	Temporal_Inf_L	Temporal_Inf_R	Cerebelum_Crus1_L	Cerebelum_Crus1_R	Cerebelum_Crus2_L	Cerebelum_Crus2_R	Cerebelum_3_L	Cerebelum_3_R	Cerebelum_4_5_L	Cerebelum_4_5_R	Cerebelum_6_L	Cerebelum_6_R	Cerebelum_7b_L	Cerebelum_7b_R	Cerebelum_8_L	Cerebelum_8_R	Cerebelum_9_L	Cerebelum_9_R	Cerebelum_10_L	Cerebelum_10_R	Vermis_1_2	Vermis_3	Vermis_4_5	Vermis_6	Vermis_7	Vermis_8	Vermis_9	Vermis_10	
390084	Precentral_L	0	560	12076	228	0	0	19792	132	0	0	12254	0	3450	0	522	0	12126	0	10922	1672	0	0	268	0	0	0	0	0	9968	0	348	0	2428	568	3106	170	11344	130	1818	0	0	0	238	0	0	0	162	0	0	0	4912	0	578	0	1232	0	29156	0	4986	0	6412	0	1414	0	2786	0	1948	0	14274	206	236	362	7006	0	2166	0	2080	360	3900	0	3168	0	944	0	1184	0	0	0	1450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
240924	Precentral_R	560	0	1934	10766	0	0	438	6730	0	0	0	4996	0	104	0	0	96	2334	6358	8768	0	0	0	0	0	0	0	0	170	3124	0	0	328	2004	420	428	694	7786	132	1020	0	0	0	0	0	0	0	108	0	88	0	140	0	712	0	946	0	14160	0	238	0	1298	0	2388	0	338	0	472	340	2766	2172	4130	1572	2570	496	248	6384	17350	0	236	0	804	0	0	0	506	0	0	0	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.1181e+06	Frontal_Sup_L	12076	1934	0	15420	5036	244	75596	3470	2948	0	16102	488	24566	218	10276	1104	9196	84	82752	13942	304	0	59600	20276	726	832	1170	0	47186	1790	32418	14782	7586	11402	1048	306	7886	790	2674	184	316	0	0	0	0	0	118	0	0	0	0	0	0	0	882	0	1844	1158	0	0	224	86	0	292	0	0	0	0	1590	374	6148	6336	32082	2000	2186	220	4340	1396	930	0	5798	0	3750	0	170	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
998152	Frontal_Sup_R	228	10766	15420	0	188	6708	2818	49110	0	524	558	11968	1690	5118	430	5760	0	7174	21740	79064	106	354	13408	44952	166	8744	0	644	2350	19990	8824	38014	2514	42130	242	92	226	1140	0	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	140	618	0	0	0	0	0	98	0	0	0	0	0	106	5544	38488	1608	24750	542	3982	3610	12712	0	0	100	822	0	1904	0	88	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150440	Frontal_Sup_Orb_L	0	0	5036	188	0	138	612	0	13724	0	0	0	306	0	9806	0	0	0	0	0	4856	166	3160	308	3608	932	10940	150	6160	0	4848	532	0	0	0	0	0	0	242	0	1342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2612	0	4350	0	0	0	0	0	0	0	0	0	1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
126520	Frontal_Sup_Orb_R	0	0	244	6708	138	0	0	1022	0	3506	0	0	0	0	0	3272	0	0	0	120	630	3860	630	4564	398	10280	182	9602	0	1748	1728	4540	0	0	0	0	0	0	0	84	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	664	5292	618	3246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
566008	Frontal_Mid_L	19792	438	75596	2818	612	0	0	244	3558	0	10826	0	38822	0	14072	254	3062	0	13998	2250	0	0	19736	5224	0	0	0	0	25430	402	9818	3178	3404	3736	776	512	3996	356	880	0	92	0	0	0	0	0	120	0	0	0	0	0	0	0	384	0	1918	0	0	0	736	0	0	0	0	0	0	0	92	120	304	116	7782	0	0	0	3074	520	870	0	964	0	1874	0	136	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
372336	Frontal_Mid_R	132	6730	3470	49110	0	1022	244	0	0	1936	106	6786	374	13168	198	5268	0	1024	5024	14292	0	0	1066	9066	0	768	0	92	482	7024	588	7668	314	7088	0	0	90	834	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	938	0	0	0	88	0	252	0	0	0	0	0	0	3406	19918	906	12426	0	218	1234	2324	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
118200	Frontal_Mid_Orb_L	0	0	2948	0	13724	0	3558	0	0	0	198	0	2856	0	16900	0	0	0	416	0	872	0	600	0	990	108	4480	0	6566	0	1112	0	0	0	0	0	0	0	0	0	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	582	0	2446	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43352	Frontal_Mid_Orb_R	0	0	0	524	0	3506	0	1936	0	0	0	0	0	1048	0	7460	0	0	0	202	0	412	0	0	0	644	0	1714	0	872	0	92	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	890	100	2078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
263860	Frontal_Inf_Oper_L	12254	0	16102	558	0	0	10826	106	198	0	0	0	16610	0	940	0	15388	0	11650	548	0	0	854	88	0	0	0	0	21870	0	868	258	0	208	0	0	994	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6166	0	0	0	1468	0	298	0	110	0	0	0	0	0	0	216	2360	0	0	0	96	0	1044	0	2968	0	6766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
162188	Frontal_Inf_Oper_R	0	4996	488	11968	0	0	0	6786	0	0	0	0	0	4036	0	206	0	10896	722	8564	0	0	0	122	0	0	0	0	0	18388	0	130	0	574	0	0	0	1418	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1006	0	0	0	0	0	0	0	0	0	0	0	0	0	2480	0	3386	0	346	0	640	0	0	0	1160	0	2508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
336420	Frontal_Inf_Tri_L	3450	0	24566	1690	306	0	38822	374	2856	0	16610	0	0	0	18878	110	1890	0	10786	1494	0	0	2714	514	0	0	0	0	32568	130	1066	476	350	526	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1004	0	0	0	398	0	0	0	0	0	0	0	0	0	1004	748	1748	90	0	0	104	0	0	0	444	0	2394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100760	Frontal_Inf_Tri_R	0	104	218	5118	0	0	0	13168	0	1048	0	4036	0	0	0	4422	0	420	522	4398	0	0	0	650	0	0	0	0	0	8888	0	202	0	1724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2294	0	2806	0	0	0	0	0	0	0	118	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
262356	Frontal_Inf_Orb_L	522	0	10276	430	9806	0	14072	198	16900	0	940	0	18878	0	0	0	0	0	3760	370	5200	206	380	188	414	160	3332	0	27020	0	704	330	176	170	0	0	398	0	380	0	1824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2650	398	6966	0	0	0	94	0	0	0	346	0	3690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
