data	data	552492	244588	940056	805176	114428	232036	452964	237392	60968	24812	232704	205300	243232	142724	122084	161680	243892	83040	702404	830852	70624	72168	235516	489232	29316	131864	62184	55404	561740	408288	161800	535012	125704	559436	222328	310004	252348	399096	72988	203104	28684	56852	247028	327392	172640	326352	271376	248768	133148	322564	541028	269844	213008	82488	394144	395408	321812	214516	143472	81748	186040	134120	142700	168812	90824	84324	311872	407844	237884	186616	266136	395312	275632	285600	47912	15532	232464	251772	115568	67348	178348	160348	67728	50992	379932	263352	26100	27160	327952	246108	541596	399652	330924	301288	48628	71168	333508	195028	473292	394748	183916	119632	265916	276412	128568	148384	42440	30248	28620	74404	256888	219688	270648	130428	141328	33912	
data	data	Precentral_L	Precentral_R	Frontal_Sup_L	Frontal_Sup_R	Frontal_Sup_Orb_L	Frontal_Sup_Orb_R	Frontal_Mid_L	Frontal_Mid_R	Frontal_Mid_Orb_L	Frontal_Mid_Orb_R	Frontal_Inf_Oper_L	Frontal_Inf_Oper_R	Frontal_Inf_Tri_L	Frontal_Inf_Tri_R	Frontal_Inf_Orb_L	Frontal_Inf_Orb_R	Rolandic_Oper_L	Rolandic_Oper_R	Supp_Motor_Area_L	Supp_Motor_Area_R	Olfactory_L	Olfactory_R	Frontal_Sup_Medial_L	Frontal_Sup_Medial_R	Frontal_Med_Orb_L	Frontal_Med_Orb_R	Rectus_L	Rectus_R	Insula_L	Insula_R	Cingulum_Ant_L	Cingulum_Ant_R	Cingulum_Mid_L	Cingulum_Mid_R	Cingulum_Post_L	Cingulum_Post_R	Hippocampus_L	Hippocampus_R	ParaHippocampal_L	ParaHippocampal_R	Amygdala_L	Amygdala_R	Calcarine_L	Calcarine_R	Cuneus_L	Cuneus_R	Lingual_L	Lingual_R	Occipital_Sup_L	Occipital_Sup_R	Occipital_Mid_L	Occipital_Mid_R	Occipital_Inf_L	Occipital_Inf_R	Fusiform_L	Fusiform_R	Postcentral_L	Postcentral_R	Parietal_Sup_L	Parietal_Sup_R	Parietal_Inf_L	Parietal_Inf_R	SupraMarginal_L	SupraMarginal_R	Angular_L	Angular_R	Precuneus_L	Precuneus_R	Paracentral_Lobule_L	Paracentral_Lobule_R	Caudate_L	Caudate_R	Putamen_L	Putamen_R	Pallidum_L	Pallidum_R	Thalamus_L	Thalamus_R	Heschl_L	Heschl_R	Temporal_Sup_L	Temporal_Sup_R	Temporal_Pole_Sup_L	Temporal_Pole_Sup_R	Temporal_Mid_L	Temporal_Mid_R	Temporal_Pole_Mid_L	Temporal_Pole_Mid_R	Temporal_Inf_L	Temporal_Inf_R	Cerebelum_Crus1_L	Cerebelum_Crus1_R	Cerebelum_Crus2_L	Cerebelum_Crus2_R	Cerebelum_3_L	Cerebelum_3_R	Cerebelum_4_5_L	Cerebelum_4_5_R	Cerebelum_6_L	Cerebelum_6_R	Cerebelum_7b_L	Cerebelum_7b_R	Cerebelum_8_L	Cerebelum_8_R	Cerebelum_9_L	Cerebelum_9_R	Cerebelum_10_L	Cerebelum_10_R	Vermis_1_2	Vermis_3	Vermis_4_5	Vermis_6	Vermis_7	Vermis_8	Vermis_9	Vermis_10	
552492	Precentral_L	0	11688	19672	9210	0	374	19878	2890	0	0	15212	544	1516	170	0	0	12118	204	14228	14620	0	0	1288	444	0	0	0	0	11416	670	402	640	756	6242	11330	11176	4506	6656	0	906	0	0	0	0	0	0	100	122	0	0	1344	0	606	0	634	882	27808	1752	0	0	1332	0	1954	1094	0	0	286	702	21540	2550	4626	2296	2580	194	972	0	10708	6136	2076	142	1874	148	0	0	920	136	0	0	602	1374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
244588	Precentral_R	11688	0	3044	5954	0	0	862	5732	0	0	124	10914	0	232	0	0	926	2484	2938	5298	0	0	0	0	0	0	0	0	686	576	180	0	0	776	3218	6110	1074	5578	0	108	0	0	0	0	0	0	0	0	122	146	92	0	0	0	0	96	2546	17414	0	0	0	1302	0	3950	0	0	116	810	2738	1670	3960	3086	612	1826	276	98	4244	6304	452	794	226	484	0	0	0	152	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
940056	Frontal_Sup_L	19672	3044	0	14450	6414	688	61416	5814	1076	0	14662	508	23400	0	4934	0	13228	0	90722	28176	1402	0	34000	1322	1818	292	812	0	39266	1040	10936	5632	2082	10522	590	666	2138	288	0	96	0	0	0	0	0	0	146	0	0	0	0	0	0	0	464	0	7810	346	0	0	144	0	196	104	0	0	0	296	4300	576	13034	2602	23888	666	5550	206	5444	516	1154	0	1290	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
805176	Frontal_Sup_R	9210	5954	14450	0	0	13492	5416	29588	0	1782	1476	10170	554	10352	0	13160	666	2516	20056	65838	0	0	4412	46090	0	4386	0	0	1872	19050	872	36182	748	24876	790	548	434	1274	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	316	454	0	0	0	0	0	234	0	0	120	126	4430	382	5138	21756	398	13736	0	1596	1204	5464	0	268	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
114428	Frontal_Sup_Orb_L	0	0	6414	0	0	0	944	0	8906	0	166	0	564	0	11742	0	0	0	152	0	4504	0	2070	0	2888	0	8344	0	4964	0	2200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526	0	2476	0	0	0	0	0	0	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
232036	Frontal_Sup_Orb_R	374	0	688	13492	0	0	1958	2410	0	4098	810	2300	324	594	0	4240	252	0	348	3400	0	3044	258	12672	0	12882	0	9162	854	4574	418	12028	0	1508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1548	12654	0	7870	0	0	544	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
452964	Frontal_Mid_L	19878	862	61416	5416	944	1958	0	2520	1554	0	11628	762	29710	200	2854	0	6950	0	4892	3550	166	0	17308	2370	0	298	0	0	23128	1928	2568	2828	458	1984	130	548	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1236	0	0	0	0	0	0	0	0	0	0	0	0	0	3724	2434	3254	584	156	0	4680	456	558	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
237392	Frontal_Mid_R	2890	5732	5814	29588	0	2410	2520	0	0	2916	238	3114	160	7806	0	7378	192	110	8370	8664	0	0	0	7058	0	0	0	0	814	3246	0	1538	1092	5118	226	292	368	712	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	560	0	0	0	0	0	108	0	0	0	0	0	0	6030	0	808	880	0	116	1070	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
60968	Frontal_Mid_Orb_L	0	0	1076	0	8906	0	1554	0	0	0	142	0	1080	0	10498	0	0	0	92	0	828	0	0	0	272	0	2768	0	2580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24812	Frontal_Mid_Orb_R	0	0	0	1782	0	4098	0	2916	0	0	0	0	0	0	0	3406	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
232704	Frontal_Inf_Oper_L	15212	124	14662	1476	166	810	11628	238	142	0	0	672	11704	256	648	0	13894	0	5176	704	0	0	3416	892	0	262	0	0	19252	564	1208	1046	0	0	94	118	440	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	2562	0	0	0	0	0	0	0	0	0	0	0	0	0	2956	1818	1092	354	0	0	188	0	638	0	1472	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
205300	Frontal_Inf_Oper_R	544	10914	508	10170	0	2300	762	3114	0	0	672	0	0	6218	0	438	722	5790	780	4850	0	0	0	4070	0	158	0	0	1226	16520	0	5248	268	2122	92	208	116	712	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	6562	0	0	0	706	0	2764	0	0	0	0	0	0	2264	2124	376	4492	0	176	648	1376	0	768	168	1124	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
243232	Frontal_Inf_Tri_L	1516	0	23400	554	564	324	29710	160	1080	0	11704	0	0	0	6162	0	2098	0	2456	240	168	0	7338	378	0	132	0	0	25206	0	1748	392	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	1496	716	2794	140	0	0	0	0	0	0	300	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
142724	Frontal_Inf_Tri_R	170	232	0	10352	0	594	200	7806	0	0	256	6218	0	0	0	5490	98	0	1466	2914	0	0	0	9434	0	0	0	0	318	9740	0	10392	1104	3594	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
122084	Frontal_Inf_Orb_L	0	0	4934	0	11742	0	2854	0	10498	0	648	0	6162	0	0	0	0	0	584	0	3430	0	0	0	112	0	3776	0	11904	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	3034	0	0	0	0	0	0	0	0	0	806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
161680	Frontal_Inf_Orb_R	0	0	0	13160	0	4240	0	7378	0	3406	0	438	0	5490	0	0	0	0	740	2880	0	1732	1260	11006	0	0	0	1374	0	13834	0	7082	0	3228	0	0	0	100	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	886	0	1472	0	0	0	0	0	0	0	94	0	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
243892	Rolandic_Oper_L	12118	926	13228	666	0	252	6950	192	0	0	13894	722	2098	98	0	0	0	0	9618	652	0	0	970	278	0	98	0	0	27042	478	366	392	0	0	0	0	954	0	0	0	0	0	0	0	104	0	0	0	0	0	724	0	364	0	482	0	7412	0	126	0	120	0	1124	0	0	0	290	0	204	0	1876	900	1464	334	0	92	116	0	5728	0	6216	0	320	0	1092	0	0	0	866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
83040	Rolandic_Oper_R	204	2484	0	2516	0	0	0	110	0	0	0	5790	0	0	0	0	0	0	0	2094	0	0	0	0	0	0	0	0	0	9322	0	106	0	0	260	510	234	2430	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	2596	0	0	0	114	0	1556	0	0	0	0	0	0	0	940	0	2626	0	0	362	880	0	2874	0	2744	0	332	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
702404	Supp_Motor_Area_L	14228	2938	90722	20056	152	348	4892	8370	92	0	5176	780	2456	1466	584	740	9618	0	0	49538	0	0	3592	8172	0	158	0	0	14738	1618	7252	8310	5782	23618	1934	822	1942	266	0	96	0	0	0	114	0	0	0	0	148	0	92	0	0	0	412	0	7900	426	0	0	144	0	192	100	0	0	282	586	7660	1276	10206	2258	16856	504	4674	220	3780	460	1192	0	1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
830852	Supp_Motor_Area_R	14620	5298	28176	65838	0	3400	3550	8664	0	0	704	4850	240	2914	0	2880	652	2094	49538	0	0	0	530	18898	0	1666	0	0	1212	7972	1568	22438	3750	57654	3302	9488	332	1096	0	298	0	0	0	1946	0	2114	0	308	0	1468	0	436	0	0	0	196	364	2844	0	0	0	400	0	688	0	118	190	8654	8494	19648	2574	20878	546	8758	144	1578	514	6652	0	450	94	122	0	0	0	930	0	0	0	696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
70624	Olfactory_L	0	0	1402	0	4504	0	166	0	828	0	0	0	168	0	3430	0	0	0	0	0	0	2474	0	0	646	0	4768	0	3892	0	2352	1674	0	0	0	0	0	0	812	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2834	1212	2776	552	0	0	0	0	0	0	0	0	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
72168	Olfactory_R	0	0	0	0	0	3044	0	0	0	0	0	0	0	0	0	1732	0	0	0	0	2474	0	0	0	0	1238	1376	4146	0	3084	1614	2072	0	0	0	0	0	200	0	294	0	810	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3606	4768	3290	1452	118	0	0	0	0	0	0	0	0	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
235516	Frontal_Sup_Medial_L	1288	0	34000	4412	2070	258	17308	0	0	0	3416	0	7338	0	0	1260	970	0	3592	530	0	0	0	9472	2494	404	184	0	5472	1162	8936	5650	1276	2870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1056	730	1270	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
489232	Frontal_Sup_Medial_R	444	0	1322	46090	0	12672	2370	7058	0	0	892	4070	378	9434	0	11006	278	0	8172	18898	0	0	9472	0	240	6870	0	0	990	13378	2750	40854	648	20608	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1714	13976	0	8498	0	0	610	804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29316	Frontal_Med_Orb_L	0	0	1818	0	2888	0	0	0	272	0	0	0	0	0	112	0	0	0	0	0	646	0	2494	240	0	290	1560	0	0	0	3284	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
131864	Frontal_Med_Orb_R	0	0	292	4386	0	12882	298	0	0	0	262	158	132	0	0	0	98	0	158	1666	0	1238	404	6870	290	0	0	7102	334	278	1108	8398	0	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482	9166	0	8108	0	0	554	702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
