data	data	305100	135292	1.19126e+06	1.15674e+06	176076	167900	631504	288676	123148	56844	210940	158712	303784	130816	214924	67660	128608	83280	556772	859516	76464	90180	688300	800188	38668	179804	77296	75792	535956	228140	340080	642600	152880	552980	90576	175004	144292	298280	77168	209460	24540	51036	139512	190884	135040	160396	176236	199964	120176	234592	482928	201812	101776	67004	197300	340464	280844	119092	157628	81576	275020	112300	133040	98928	203728	112932	183216	324992	66076	57696	386872	472148	370592	378092	67016	46616	148660	176904	82900	14216	152208	78788	62276	43044	323048	167104	39652	27996	225928	179956	250180	325252	236712	241408	13636	51420	163832	158640	253136	286900	209352	140700	235896	278072	94336	96512	17584	12792	10476	47424	111760	69052	146100	101704	46748	6692	
data	data	Precentral_L	Precentral_R	Frontal_Sup_L	Frontal_Sup_R	Frontal_Sup_Orb_L	Frontal_Sup_Orb_R	Frontal_Mid_L	Frontal_Mid_R	Frontal_Mid_Orb_L	Frontal_Mid_Orb_R	Frontal_Inf_Oper_L	Frontal_Inf_Oper_R	Frontal_Inf_Tri_L	Frontal_Inf_Tri_R	Frontal_Inf_Orb_L	Frontal_Inf_Orb_R	Rolandic_Oper_L	Rolandic_Oper_R	Supp_Motor_Area_L	Supp_Motor_Area_R	Olfactory_L	Olfactory_R	Frontal_Sup_Medial_L	Frontal_Sup_Medial_R	Frontal_Med_Orb_L	Frontal_Med_Orb_R	Rectus_L	Rectus_R	Insula_L	Insula_R	Cingulum_Ant_L	Cingulum_Ant_R	Cingulum_Mid_L	Cingulum_Mid_R	Cingulum_Post_L	Cingulum_Post_R	Hippocampus_L	Hippocampus_R	ParaHippocampal_L	ParaHippocampal_R	Amygdala_L	Amygdala_R	Calcarine_L	Calcarine_R	Cuneus_L	Cuneus_R	Lingual_L	Lingual_R	Occipital_Sup_L	Occipital_Sup_R	Occipital_Mid_L	Occipital_Mid_R	Occipital_Inf_L	Occipital_Inf_R	Fusiform_L	Fusiform_R	Postcentral_L	Postcentral_R	Parietal_Sup_L	Parietal_Sup_R	Parietal_Inf_L	Parietal_Inf_R	SupraMarginal_L	SupraMarginal_R	Angular_L	Angular_R	Precuneus_L	Precuneus_R	Paracentral_Lobule_L	Paracentral_Lobule_R	Caudate_L	Caudate_R	Putamen_L	Putamen_R	Pallidum_L	Pallidum_R	Thalamus_L	Thalamus_R	Heschl_L	Heschl_R	Temporal_Sup_L	Temporal_Sup_R	Temporal_Pole_Sup_L	Temporal_Pole_Sup_R	Temporal_Mid_L	Temporal_Mid_R	Temporal_Pole_Mid_L	Temporal_Pole_Mid_R	Temporal_Inf_L	Temporal_Inf_R	Cerebelum_Crus1_L	Cerebelum_Crus1_R	Cerebelum_Crus2_L	Cerebelum_Crus2_R	Cerebelum_3_L	Cerebelum_3_R	Cerebelum_4_5_L	Cerebelum_4_5_R	Cerebelum_6_L	Cerebelum_6_R	Cerebelum_7b_L	Cerebelum_7b_R	Cerebelum_8_L	Cerebelum_8_R	Cerebelum_9_L	Cerebelum_9_R	Cerebelum_10_L	Cerebelum_10_R	Vermis_1_2	Vermis_3	Vermis_4_5	Vermis_6	Vermis_7	Vermis_8	Vermis_9	Vermis_10	
305100	Precentral_L	0	1668	9644	1676	0	0	27740	1410	0	0	8276	104	916	0	0	0	4936	0	2868	2570	0	0	166	468	0	114	0	0	9764	116	240	214	1476	358	1450	0	898	106	0	0	0	0	160	0	1118	0	0	0	208	0	5680	0	0	0	0	0	28762	0	2248	0	9244	0	634	0	1676	0	2154	0	7298	0	4316	670	5792	310	950	0	686	548	1448	0	452	0	0	0	772	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
135292	Precentral_R	1668	0	1040	6728	0	0	440	12940	0	0	0	8366	0	0	0	0	0	704	578	5372	0	0	0	0	0	0	0	0	102	1638	96	0	0	452	0	564	0	1698	0	236	0	0	0	132	0	0	0	0	0	272	0	112	0	0	0	244	464	12608	0	352	0	696	0	1282	0	110	0	1770	0	1006	1056	796	446	166	110	0	634	1824	0	0	0	360	0	0	0	170	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.19126e+06	Frontal_Sup_L	9644	1040	0	26446	8296	258	79720	2458	4822	0	5718	226	19016	172	10980	0	796	130	94084	33106	154	156	77976	28942	1718	370	836	0	29646	462	15602	16888	6962	25574	726	126	2770	194	300	0	0	0	0	0	0	0	0	0	0	0	2080	0	0	0	0	0	4600	0	1834	0	2342	0	732	0	512	0	194	0	966	0	11586	996	29190	978	8020	212	18818	1776	2670	0	678	0	1028	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.15674e+06	Frontal_Sup_R	1676	6728	26446	0	0	7370	13110	35878	146	976	2586	7258	4802	9962	1474	2572	302	4190	9450	94688	606	1120	26754	83936	0	9156	0	944	6690	9790	10726	51616	2544	26862	524	1142	146	4492	138	604	0	0	0	276	0	202	0	0	0	336	0	218	0	0	0	408	464	2340	0	0	0	0	0	96	0	152	0	2318	174	0	11802	35402	1858	27356	362	3702	2850	19326	572	0	0	0	0	0	0	412	0	0	0	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176076	Frontal_Sup_Orb_L	0	0	8296	0	0	0	2052	0	13984	0	0	0	1768	0	10380	0	0	0	2522	0	1138	374	4734	128	3392	896	10652	500	4242	0	2866	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10488	498	8394	204	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
167900	Frontal_Sup_Orb_R	0	0	258	7370	0	0	116	1310	0	8348	0	374	0	1698	0	4016	0	108	0	3854	1080	1892	1068	6798	284	8152	204	9700	0	1360	1506	5314	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1288	7894	290	9542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
631504	Frontal_Mid_L	27740	440	79720	13110	2052	116	0	1718	7526	0	10186	396	32952	834	10590	128	476	100	2650	6942	0	0	31544	13064	0	640	0	0	20504	624	6400	6166	380	5838	0	0	858	104	114	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0	3364	130	272	0	1764	0	0	0	238	0	0	0	160	0	11020	1660	7132	1066	1068	0	386	568	2108	0	230	0	180	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
288676	Frontal_Mid_R	1410	12940	2458	35878	0	1310	1718	0	0	790	100	12172	486	15572	366	1806	0	3162	1004	2980	0	0	2062	9642	0	1244	0	0	608	6324	612	5384	0	2392	0	782	0	2712	0	716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	442	1370	0	0	0	122	0	374	0	0	0	1228	0	0	2176	2764	914	4024	116	0	476	2690	0	0	0	168	0	0	0	118	0	0	0	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
