data	data	627436	285596	1.10596e+06	754036	183112	118200	642688	296180	117608	22944	192300	209440	302792	132928	231012	112020	152172	96000	854776	931392	87532	106504	354024	426308	25376	128452	95080	108932	484552	267316	253028	435324	106052	604444	139364	167572	264732	395736	106032	212848	29788	42604	224844	375668	174264	398960	261196	283548	146716	377444	526696	242444	198136	132428	383308	372412	275884	185524	184708	225340	296160	214008	131948	215432	247140	243692	312300	414236	162040	290472	256844	354608	302636	387776	46092	15548	200468	293912	82572	23524	182860	104176	74020	33360	415956	267424	30784	14568	344488	172260	505088	311436	326896	276664	53952	74276	375168	200076	515136	352408	233460	124492	324976	264300	206168	130680	26728	3612	21780	62288	285532	224060	142788	140456	91356	32868	
data	data	Precentral_L	Precentral_R	Frontal_Sup_L	Frontal_Sup_R	Frontal_Sup_Orb_L	Frontal_Sup_Orb_R	Frontal_Mid_L	Frontal_Mid_R	Frontal_Mid_Orb_L	Frontal_Mid_Orb_R	Frontal_Inf_Oper_L	Frontal_Inf_Oper_R	Frontal_Inf_Tri_L	Frontal_Inf_Tri_R	Frontal_Inf_Orb_L	Frontal_Inf_Orb_R	Rolandic_Oper_L	Rolandic_Oper_R	Supp_Motor_Area_L	Supp_Motor_Area_R	Olfactory_L	Olfactory_R	Frontal_Sup_Medial_L	Frontal_Sup_Medial_R	Frontal_Med_Orb_L	Frontal_Med_Orb_R	Rectus_L	Rectus_R	Insula_L	Insula_R	Cingulum_Ant_L	Cingulum_Ant_R	Cingulum_Mid_L	Cingulum_Mid_R	Cingulum_Post_L	Cingulum_Post_R	Hippocampus_L	Hippocampus_R	ParaHippocampal_L	ParaHippocampal_R	Amygdala_L	Amygdala_R	Calcarine_L	Calcarine_R	Cuneus_L	Cuneus_R	Lingual_L	Lingual_R	Occipital_Sup_L	Occipital_Sup_R	Occipital_Mid_L	Occipital_Mid_R	Occipital_Inf_L	Occipital_Inf_R	Fusiform_L	Fusiform_R	Postcentral_L	Postcentral_R	Parietal_Sup_L	Parietal_Sup_R	Parietal_Inf_L	Parietal_Inf_R	SupraMarginal_L	SupraMarginal_R	Angular_L	Angular_R	Precuneus_L	Precuneus_R	Paracentral_Lobule_L	Paracentral_Lobule_R	Caudate_L	Caudate_R	Putamen_L	Putamen_R	Pallidum_L	Pallidum_R	Thalamus_L	Thalamus_R	Heschl_L	Heschl_R	Temporal_Sup_L	Temporal_Sup_R	Temporal_Pole_Sup_L	Temporal_Pole_Sup_R	Temporal_Mid_L	Temporal_Mid_R	Temporal_Pole_Mid_L	Temporal_Pole_Mid_R	Temporal_Inf_L	Temporal_Inf_R	Cerebelum_Crus1_L	Cerebelum_Crus1_R	Cerebelum_Crus2_L	Cerebelum_Crus2_R	Cerebelum_3_L	Cerebelum_3_R	Cerebelum_4_5_L	Cerebelum_4_5_R	Cerebelum_6_L	Cerebelum_6_R	Cerebelum_7b_L	Cerebelum_7b_R	Cerebelum_8_L	Cerebelum_8_R	Cerebelum_9_L	Cerebelum_9_R	Cerebelum_10_L	Cerebelum_10_R	Vermis_1_2	Vermis_3	Vermis_4_5	Vermis_6	Vermis_7	Vermis_8	Vermis_9	Vermis_10	
627436	Precentral_L	0	834	57302	3910	0	0	45122	660	0	0	12894	0	6492	0	554	0	7620	0	31268	14134	0	0	652	332	0	0	0	0	14430	0	1594	434	490	2984	3742	2832	5884	1846	164	1026	0	0	836	0	172	0	0	0	0	0	2110	0	322	0	608	642	24238	0	578	0	5970	0	262	0	2608	0	1766	0	9940	3612	8664	1074	4722	0	1788	0	12382	2696	4526	0	2318	0	0	0	1636	0	0	0	3048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
285596	Precentral_R	834	0	4084	17182	0	0	316	21226	0	0	0	9076	0	586	0	164	0	2470	4424	4970	0	0	0	138	0	0	0	0	0	2514	192	598	284	1418	482	1070	116	9846	0	1902	0	0	0	108	0	1554	0	460	0	1480	0	344	0	604	0	1598	0	10762	0	922	0	182	0	1050	0	310	254	2358	112	5920	1514	5648	0	8586	0	702	1872	9418	0	0	0	252	0	0	0	692	0	0	0	2204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.10596e+06	Frontal_Sup_L	57302	4084	0	7734	11670	98	90334	4064	5910	0	11178	366	24592	0	13782	94	2878	272	89120	14102	556	0	48030	9158	572	98	554	0	25380	414	19034	3428	2808	6134	3138	3212	8736	2326	542	1422	212	0	0	0	0	0	0	0	0	0	0	0	0	0	444	874	2194	0	0	0	346	0	0	0	118	0	230	0	2466	1306	10338	2808	25144	614	7454	0	17200	3106	1702	0	1312	0	722	0	270	0	0	0	996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
754036	Frontal_Sup_R	3910	17182	7734	0	0	3394	2056	27716	0	464	0	5516	0	5558	0	3778	0	1828	16488	70852	0	0	9764	40824	0	3138	0	96	0	7042	1582	29640	320	34506	1194	2148	644	12754	0	2376	0	0	0	0	0	120	0	0	0	118	0	0	0	0	0	1148	0	190	0	0	0	0	0	0	0	0	0	306	186	418	1690	16838	0	14222	0	484	2806	25514	0	112	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
183112	Frontal_Sup_Orb_L	0	0	11670	0	0	216	4778	0	12420	0	0	0	2634	0	13288	0	0	0	320	0	3966	2112	3354	0	2846	108	10416	916	3934	0	4840	620	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3134	946	7930	98	0	0	0	0	0	0	0	0	778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
118200	Frontal_Sup_Orb_R	0	0	98	3394	216	0	0	920	0	3600	0	0	0	846	174	2090	0	0	256	1382	720	1628	436	5920	346	11868	280	9286	0	896	864	4512	0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	916	3716	534	3794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
642688	Frontal_Mid_L	45122	316	90334	2056	4778	0	0	816	6466	0	11188	118	42600	0	13432	0	1788	92	25980	3912	238	0	19400	3330	0	0	0	0	14592	104	8042	1900	568	4038	788	472	1660	464	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	1332	0	0	0	130	0	0	0	0	0	116	0	0	490	4226	2046	3914	0	0	0	802	322	668	0	682	0	544	0	340	0	0	0	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
296180	Frontal_Mid_R	660	21226	4064	27716	0	920	816	0	0	1780	0	13712	0	13724	0	6858	0	2246	4960	7686	0	0	344	2756	0	182	0	0	0	6572	142	4886	0	2924	0	98	0	4914	0	1448	0	0	0	0	0	134	0	204	0	132	0	0	0	0	0	1172	0	396	0	0	0	0	0	0	0	0	0	184	0	0	654	2488	0	8060	0	442	116	3220	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
117608	Frontal_Mid_Orb_L	0	0	5910	0	12420	0	6466	0	0	0	0	0	4288	0	14286	0	0	0	0	0	750	626	0	0	218	0	3950	324	2060	0	308	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666	300	5356	0	0	0	0	0	0	0	0	0	690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
22944	Frontal_Mid_Orb_R	0	0	0	464	0	3600	0	1780	0	0	0	158	0	1446	0	2944	0	0	0	174	0	0	0	0	0	0	0	158	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
192300	Frontal_Inf_Oper_L	12894	0	11178	0	0	0	11188	0	0	0	0	0	15008	0	478	0	8684	0	10216	116	0	0	124	0	0	0	0	0	15678	0	234	0	0	0	0	0	738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	2292	0	0	0	172	0	0	0	0	0	0	0	0	0	0	94	1222	0	0	0	0	0	926	0	3594	0	568	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
209440	Frontal_Inf_Oper_R	0	9076	366	5516	0	0	118	13712	0	158	0	0	0	10626	0	1928	0	5084	564	8996	0	0	0	580	0	0	0	0	0	18794	0	606	0	2484	0	0	0	4790	0	1598	0	0	0	0	0	0	0	372	0	0	0	0	0	0	0	1036	0	1592	0	0	0	0	0	0	0	0	0	0	0	0	242	734	0	12272	0	456	0	1632	0	184	0	960	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
302792	Frontal_Inf_Tri_L	6492	0	24592	0	2634	0	42600	0	4288	0	15008	0	0	0	15964	0	842	0	8388	106	158	0	1474	0	0	0	0	0	22374	0	1716	0	0	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2162	0	0	0	0	0	0	0	960	0	674	0	0	0	0	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
132928	Frontal_Inf_Tri_R	0	586	0	5558	0	846	0	13724	0	1446	0	10626	0	0	0	8252	0	0	662	2560	0	0	96	1618	0	130	0	0	0	12290	0	1874	0	1806	0	0	0	822	0	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	2528	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
231012	Frontal_Inf_Orb_L	554	0	13782	0	13288	174	13432	0	14286	0	478	0	15964	0	0	0	98	0	3082	0	3864	1742	264	0	160	0	3504	746	14862	0	942	460	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2766	726	7376	0	0	0	0	0	0	0	0	0	2784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
