data	data	541880	317744	920256	855008	153900	152992	516260	269920	121136	33104	275588	188244	231180	125628	206388	126476	291772	130852	730768	790684	104684	135564	350248	335188	59668	111952	78784	112124	654732	394764	373908	438280	170852	569264	128612	196396	290812	439760	195680	292488	33132	61996	226400	361904	147824	204440	333096	308488	219720	265692	379472	262184	119724	78160	438596	492120	346020	233084	189316	64292	242228	120204	159448	93300	163304	95544	320552	338312	209408	210068	361256	443396	446664	545604	116256	72456	145472	184320	93812	47140	229284	158608	136080	93848	298864	207200	28060	39988	307492	188636	667396	449152	454080	360716	33376	67148	332664	230864	508500	467972	365448	155588	417304	300492	116576	132144	29068	41824	25612	57236	228476	228456	305852	123392	97276	31864	
data	data	Precentral_L	Precentral_R	Frontal_Sup_L	Frontal_Sup_R	Frontal_Sup_Orb_L	Frontal_Sup_Orb_R	Frontal_Mid_L	Frontal_Mid_R	Frontal_Mid_Orb_L	Frontal_Mid_Orb_R	Frontal_Inf_Oper_L	Frontal_Inf_Oper_R	Frontal_Inf_Tri_L	Frontal_Inf_Tri_R	Frontal_Inf_Orb_L	Frontal_Inf_Orb_R	Rolandic_Oper_L	Rolandic_Oper_R	Supp_Motor_Area_L	Supp_Motor_Area_R	Olfactory_L	Olfactory_R	Frontal_Sup_Medial_L	Frontal_Sup_Medial_R	Frontal_Med_Orb_L	Frontal_Med_Orb_R	Rectus_L	Rectus_R	Insula_L	Insula_R	Cingulum_Ant_L	Cingulum_Ant_R	Cingulum_Mid_L	Cingulum_Mid_R	Cingulum_Post_L	Cingulum_Post_R	Hippocampus_L	Hippocampus_R	ParaHippocampal_L	ParaHippocampal_R	Amygdala_L	Amygdala_R	Calcarine_L	Calcarine_R	Cuneus_L	Cuneus_R	Lingual_L	Lingual_R	Occipital_Sup_L	Occipital_Sup_R	Occipital_Mid_L	Occipital_Mid_R	Occipital_Inf_L	Occipital_Inf_R	Fusiform_L	Fusiform_R	Postcentral_L	Postcentral_R	Parietal_Sup_L	Parietal_Sup_R	Parietal_Inf_L	Parietal_Inf_R	SupraMarginal_L	SupraMarginal_R	Angular_L	Angular_R	Precuneus_L	Precuneus_R	Paracentral_Lobule_L	Paracentral_Lobule_R	Caudate_L	Caudate_R	Putamen_L	Putamen_R	Pallidum_L	Pallidum_R	Thalamus_L	Thalamus_R	Heschl_L	Heschl_R	Temporal_Sup_L	Temporal_Sup_R	Temporal_Pole_Sup_L	Temporal_Pole_Sup_R	Temporal_Mid_L	Temporal_Mid_R	Temporal_Pole_Mid_L	Temporal_Pole_Mid_R	Temporal_Inf_L	Temporal_Inf_R	Cerebelum_Crus1_L	Cerebelum_Crus1_R	Cerebelum_Crus2_L	Cerebelum_Crus2_R	Cerebelum_3_L	Cerebelum_3_R	Cerebelum_4_5_L	Cerebelum_4_5_R	Cerebelum_6_L	Cerebelum_6_R	Cerebelum_7b_L	Cerebelum_7b_R	Cerebelum_8_L	Cerebelum_8_R	Cerebelum_9_L	Cerebelum_9_R	Cerebelum_10_L	Cerebelum_10_R	Vermis_1_2	Vermis_3	Vermis_4_5	Vermis_6	Vermis_7	Vermis_8	Vermis_9	Vermis_10	
541880	Precentral_L	0	6222	22368	3474	0	0	30304	996	0	0	16212	152	2336	0	0	0	11260	0	20156	11602	0	0	0	0	0	0	0	0	14288	0	236	0	90	3364	1854	2496	8980	1846	2104	182	0	0	304	0	0	0	350	0	164	0	1228	0	496	0	2026	110	31986	244	944	0	6164	0	2522	0	282	0	478	90	17398	1870	3132	1740	9774	448	6444	0	9064	3416	4186	0	3066	0	0	0	816	0	0	0	1676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
317744	Precentral_R	6222	0	3370	6308	0	0	1614	10624	0	0	0	9162	0	1228	0	0	0	1270	2850	9072	0	176	0	0	0	0	0	0	244	2034	0	218	132	1720	1710	3286	2796	8078	834	1646	0	0	0	1464	0	0	0	588	0	180	0	454	0	100	356	2150	488	19958	0	0	0	2842	0	3746	0	0	0	1844	3174	7574	658	7220	1036	2154	1068	608	4968	18864	270	396	0	510	0	0	0	598	0	0	0	904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	
920256	Frontal_Sup_L	22368	3370	0	11758	3656	0	60262	1300	3308	0	11256	602	17374	0	6172	0	10852	162	86338	21584	0	0	37440	6886	684	0	0	0	33814	356	24560	10296	6620	9570	256	102	1636	526	568	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	144	742	252	0	0	292	0	156	0	0	0	0	0	7526	498	14652	1146	27694	1098	6946	0	1212	398	438	0	584	0	1766	0	182	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
855008	Frontal_Sup_R	3474	6308	11758	0	148	5554	1638	30376	0	892	200	8700	162	5150	0	3970	296	8344	15146	67294	296	652	12152	37170	114	4230	234	2002	782	18348	7518	30722	950	26246	342	918	518	11374	384	5352	0	0	0	0	0	0	0	164	0	0	0	0	0	0	114	3628	416	1080	0	0	0	110	0	108	0	0	0	614	1618	114	5806	29772	2532	35418	748	5566	120	7714	0	736	0	602	0	272	0	0	0	0	0	0	0	0	0	0	0	0	138	248	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
153900	Frontal_Sup_Orb_L	0	0	3656	148	0	0	1006	0	12940	0	424	0	1360	0	11896	0	0	0	120	0	3082	896	3506	362	5638	126	6970	0	6892	0	4056	378	0	0	0	0	0	0	122	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3224	898	5994	712	0	0	0	0	0	0	0	0	2396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
152992	Frontal_Sup_Orb_R	0	0	0	5554	0	0	0	1248	0	5166	0	0	0	0	0	4288	0	0	0	104	956	4682	0	5240	384	12274	2254	12850	0	1710	346	4828	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	656	6030	110	6696	0	288	0	0	0	0	0	148	0	370	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
516260	Frontal_Mid_L	30304	1614	60262	1638	1006	0	0	260	3880	0	12868	0	25950	0	6754	0	11676	0	11910	772	0	0	11332	1414	146	0	0	0	23090	0	4794	2004	954	1114	392	548	3624	432	1060	0	0	0	0	0	0	0	150	0	0	0	194	0	0	0	726	0	7156	0	172	0	984	0	1732	0	102	0	150	0	0	0	1510	434	8400	0	2468	0	7838	1260	1578	0	1892	0	888	0	254	0	0	0	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
269920	Frontal_Mid_R	996	10624	1300	30376	0	1248	260	0	0	942	0	13290	0	11070	0	1496	0	1906	2288	5122	0	0	180	2908	0	536	0	378	0	4848	308	2854	0	5188	0	360	170	5994	164	3166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2614	0	1824	0	0	0	966	0	1192	0	0	0	278	0	0	424	4586	400	10542	242	1726	0	1156	0	288	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	260	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
